test_id,test_name,attr_id,attr_name,unique
10124,Ascitic Fluid for Cytology,10626.0,Volume :,['20.0 ml' '30 ml' '00 ml' '03 ml' '20 ml']
10124,Ascitic Fluid for Cytology,10627.0,Colour :,['Straw' 'Crystal clear' 'Yellow']
10124,Ascitic Fluid for Cytology,10628.0,Appearance :,['Clear' 'Hazy']
10124,Ascitic Fluid for Cytology,10629.0,Sedimen :,['Nil' 'Present' 'Absent']
10124,Ascitic Fluid for Cytology,10633.0,RBC :,['(+)' '0 - 2 /HPF' '0 - 2/HPF' 'Occasional' '12 - 15/HPF' '2 - 4/HPF']
10124,Ascitic Fluid for Cytology,10634.0,WBC :,['5 - 10 /HPF' '0 - 2/HPF']
10124,Ascitic Fluid for Cytology,10636.0,Total count :,['150/cmm' '200 /cmm' '000/cmm' '320/cmm' '200/cmm']
10124,Ascitic Fluid for Cytology,10638.0,Lymphocytes :,['85%' '75 %' '100 %' '70%' '60 %']
10124,Ascitic Fluid for Cytology,10639.0,Polymorphs :,['15%' '25 %' '10%' '15 %']
10124,Ascitic Fluid for Cytology,10640.0,Histiocytes :,['15%' '23 %']
10124,Ascitic Fluid for Cytology,10641.0,Other Mononuclear cells :,['05%' '02 %']
101304,Electrolytes Serum,102050.0,Potassium,['3..5']
101305,HbA1c,102057.0,HbA1c,['7..3']
10131,e-GFR (Estimated G. Filtration Rate),10651.0,** Age,['58 Yrs' '54 Yrs']
10131,e-GFR (Estimated G. Filtration Rate),10653.0,Gender,['Male' 'Female' 'M']
101311,CPK /CK Serum,101219.0,CPK,"['>31,260' '>10000']"
10132,Rh-Antibody Titre,10655.0,Rh-Antibody Titre,['No Rh-Antibody detected' 'Negative' 'No detected' 'Not detected']
101410,Growth Hormone Basal,103728.0,Growth Hormone Basal,['>50']
101426,FDP (Fibrin Degradation Product),101245.0,FDP,['>150.0']
101439,BETA hCG,100720.0,�hCG,['> 225000.00']
101440,Serum IgE,100725.0,Serum IgE,['> 1000.0']
101441,CA-125,100730.0,Serum CA-125,['> 10000.0']
101442,C-ANCA,100734.0,C-ANCA,['3.42 U/ml']
101443,Rubella IgG,100776.0,Rubella IgG,['>350.0' '>500.0' '> 500.0']
101444,Cytomegalo Virus (CMV) IgG,100779.0,Cytomegalo Virus IgG,['>180.0']
101449,Anti-HBs,100742.0,Anti-HBs,['>1000' '> 25000.00' '> 1000.00' '>1000.00']
10146,Pericardial Fluid for Gram Stain,10677.0,Gram Stain,['No microorganism seen.']
101488,AFP (Alpha-Feto-Protein),100723.0,AFP (Alpha-Feto-Protein),['> 20000.00']
10149,Tissue Transglutaminase lgA (tTg-A),10688.0,Tissue Transglutaminase -IgA,['7.18 U/ml' 'Negative']
101491,Growth Hormone,100713.0,Growth Hormone,['>50']
101497,CBC,100155.0,R.D.W.-C.V.,['----' '---']
101497,CBC,100156.0,R.D.W.-S.D.,['----']
101497,CBC,100157.0,M.P.V,['----' '---' '>>>>' '--' '-' '-----' '------']
101497,CBC,102063.0,Haemoglobin,['>>>>']
101497,CBC,102218.0,ESR (Westergren Method),['QNS' '>140']
101497,CBC,102220.0,Red Blood Cells,['>>>>']
101497,CBC,102223.0,White Blood Cells,['7.0.']
101497,CBC,104291.0,ESR,['QNS' 'Q.N.S' '.']
10161,CFT For Filaria,10749.0,CFT-Filaria,['Negative' 'Moderately Positive' 'Moderately positive']
101747,ANA (ELISA),100765.0,ANA,['>400']
10190,LDH Serum,10966.0,LDH,['>12664']
10191,Lipid Profile Serum (F),10969.0,LDL Cholesterol,['--' '-' '**' '***' '---']
10209,Gram Stain,11053.0,Gram stain,"['No microorganism seen.' 'Few Gram positive cocci seen.'
 'Moderate number of Gram positive cocci seen.\nBudding yeast (+).']"
10210,Cell Count (Cytology),11056.0,Physical examination :,['Watery']
10210,Cell Count (Cytology),11057.0,Specimen :,['Pleural fluid' 'Ascitic fluid']
10210,Cell Count (Cytology),11058.0,Volume :,['00 ml' '20 ml' '30ml']
10210,Cell Count (Cytology),11059.0,Colour :,['Straw']
10210,Cell Count (Cytology),11060.0,Appearance :,['Clear' 'Hazy']
10210,Cell Count (Cytology),11063.0,RBC :,['0 - 2/HPF' '2 - 5/HPF']
10210,Cell Count (Cytology),11064.0,Sedimen :,['Absent' 'Present']
10210,Cell Count (Cytology),11066.0,Lab No :,['C - 00/19' 'C - 871/19' 'C - 410/19']
10210,Cell Count (Cytology),11067.0,WBC :,['0 - 2/HPF' '5 - 8/HPF']
10210,Cell Count (Cytology),11069.0,Total count Of WBC :,"['000/cmm' '80/cmm' '8,000/cmm']"
10210,Cell Count (Cytology),11071.0,Lymphocytes :,['80%' '30 %']
10210,Cell Count (Cytology),11072.0,Polymorphs :,['05%' '60 %']
10210,Cell Count (Cytology),11073.0,Histiocytes :,['10%' '10 %']
10210,Cell Count (Cytology),11074.0,Neutrophil :,['05%']
10217,Blood for C/S,11083.0,Amoxyclave,['M']
10224,Bence Jones Protein - Urine,11331.0,Bence Jones Protein,['Absent']
10231,Dengue Ag NS1 (ICT),11424.0,Dengue Ag NS1 (ICT),['Negative' 'Positive' 'Weakly Positive']
10240,Skin Scrapings for M/E (Fungus),11459.0,Wet Film,"['Hyphae of fungi intertwined among epithelial cells are detected.'
 'Hyphae of fungi intertwined among epithelial cells are seen.']"
10241,Ketone Bodies-Urine,11460.0,Ketone Bodies,['Absent' '(++)' 'Negative']
10252,Urine for C/S,11523.0,*Polymyxin B,['SI']
10253,Widal Test,11528.0,TO :,['1:80' '1:320' '1:160']
10253,Widal Test,11529.0,AO :,['1:80' '1:40']
10253,Widal Test,11530.0,BO :,['1:80' '1:40']
10261,Stool/Fecal for Calprotectin,11627.0,Stool for Calprotectin,['>1000.0' '>1000']
10263,Filaria Ag (ICT),11630.0,Filaria Ag,['Negative']
10291,Anti-HCV,11909.0,Anti-HCV,['Negative' 'Positive' 'Non-Reactive']
10294,Anti- Scl 70,11913.0,Anti- Scl 70,['0.58 U/ml']
10306,Ascitic Fluid for Gram Stain,11958.0,Pus cells,['(++)']
10306,Ascitic Fluid for Gram Stain,11962.0,Gram Positive Cocci,['a few']
10306,Ascitic Fluid for Gram Stain,11966.0,Gram stain,['No microorganism seen.']
10309,TSH,11976.0,TSH level,['> 100.0' '>100']
10314,Anti-HAV IgM,11982.0,Anti-HAV IgM,['Positive' 'Negative']
10315,Anti-HBc IgM,11983.0,Anti-HBc IgM,['Negative']
10343,Pleural fluid for cytology,12045.0,Specimen :,['Pleural fluid' 'Pleural fluid for cytology.']
10343,Pleural fluid for cytology,12046.0,Volume :,['10 ml' '9.0 ml' '00 ml' '20 ml' '25 ml' '10.0 ml' '05 ml']
10343,Pleural fluid for cytology,12047.0,Colour :,['Reddish' 'Straw' 'Yellow']
10343,Pleural fluid for cytology,12048.0,Appearance :,['Hazy' 'Hazzy' 'Clear' 'Turbid']
10343,Pleural fluid for cytology,12049.0,Sediment :,['Present' 'Absent']
10343,Pleural fluid for cytology,12053.0,RBC :,"['5 - 8/HPF' '(+)' 'A few' '(++) /HPF' '0 - 2/HPF' 'Nil' '5 - 10/HPF'
 'Numerous']"
10343,Pleural fluid for cytology,12054.0,WBC :,['3 - 5/HPF' '0 - 2/HPF' '20 - 30/HPF' '0 - 1/HPF']
10343,Pleural fluid for cytology,12056.0,Total count (WBC) :,"['6000/cmm' '150/cmm' '160 /cmm' '900/cmm' '000/cmm' '20,000/cmm' '20/cmm'
 '4000/cmm']"
10343,Pleural fluid for cytology,12058.0,Lymphocytes :,['75 %' '80%' '20 %' '70 %' '90 %' '20%' '60 %']
10343,Pleural fluid for cytology,12059.0,Polymorphs :,['10 %' '08%' '80 %' '30 %' '80%' '20 %']
10343,Pleural fluid for cytology,12060.0,Histiocytes :,['10 %' '02%' '20 %' '15 %']
10343,Pleural fluid for cytology,12062.0,Lab No :,"['C - 641/19' 'C - 152/20' 'C - 914/19' 'C - 00/19' 'C - 158/19'
 'C - 161/20' 'C - 487/19' 'C - 249/19']"
10343,Pleural fluid for cytology,12063.0,Mesothelial cells :,['05 %']
10357,HBc Total,12077.0,HBc Total,['Negative']
10358,Anti-HBe,12079.0,Anti-HBe,['Negative' 'Positive']
10383,Sputum  for R/E,12105.0,Pus cell,['8-10/HPF' 'Plenty']
10383,Sputum  for R/E,12106.0,Epithelial cell,['15-20/HPF' '6-8/HPF']
10383,Sputum  for R/E,12107.0,Fungal hyphae,['0-1/HPF']
10424,Blood Grouping and Rh Factor,12148.0,Blood Group: ABO,"['""O""' '""AB""' '""B""' '""A""' '""O""`' '""A""`']"
10424,Blood Grouping and Rh Factor,12149.0,Rh (D),['Positive (+ve)' 'Negative (-ve)' 'Positive' 'Negative' 'Positve']
10426,Coomb's Test (Direct),12151.0,Coomb's Test (Direct),['Negative']
10427,Coomb's Test (Indirect),12152.0,Coomb's Test (Indirect),['Negative']
10433,HSV IgM (I),12166.0,Herpes Simplex Virus (I) IgM,['Negetive']
10442,HSV IgG (I),12179.0,Herpes Simplex Virus (I) IgG,['Positive']
10443,Toxoplasma IgM,12180.0,Toxoplasma IgM,['Negative']
10446,Albumin (Urine),12183.0,Albumin,['Nil' '(+++)' '(+)' '(++)']
10447,Throat Swab for Gram Stain,12185.0,Gram stain,"['Few Gram positive cocci seen.'
 'Moderate number of Gram positive cocci and Gram negative bacilli seen.'
 'Moderate number of Gram positive cocci seen.']"
10448,Pus for AFB,12197.0,AFB,['Not found']
10453,RBG - Random blood glucose,12204.0,Corresponding urine sugar,['N/S' 'Nil' '(++)' '(+++)' '(+)' 'Nil.' 'Trace' 'M/S' '(++++)']
10453,RBG - Random blood glucose,12205.0,Default,['N/S']
10456,CSF for Gram Stain,12208.0,Gram Stain,['No microorganism seen.' 'No Gram reactgive organism seen.']
10469,Pleural Fluid for AFB,12283.0,WBC,['(+)']
10469,Pleural Fluid for AFB,12284.0,AFB,['Not found']
10470,Gastric lavage for Biochemistry,12285.0,Gastric lavage for Biochemistry,['Nil' 'N/S' '(+)' '(++)' 'NIl' 'Trace' '(+++)' 'nil' 'N/s' '(++++)']
10474,CA-19.9,12291.0,Serum CA 19-9,['> 12000.00' '> 1200.00' '>12000.0']
10489,Coomb's Test,12324.0,Direct,['Negative' 'Positive']
10489,Coomb's Test,12325.0,Indirect,['Negative' 'Positive']
10490,APTT,12326.0,Patient,['>200.0']
10491,Urine for AFB,12330.0,AFB,"['Not found' 'Positive (++)'
 'Specimen contain mostly saliva and is not suitable for microbiological evaluation.\n\nPlease repeat with appropriate specimen.'
 'Positive (++).']"
10492,24 hrs Urine for AFB,12331.0,24 hrs Urine for AFB,['Not found']
10493,Stool R/S,12332.0,Stool R/S,['Absent' 'Nil']
10494,FFP/Unit,12333.0,Blood Bag No :,['Nil' 'N/S' '(+)' '(+++)' '(++)' 'Trace']
10494,FFP/Unit,12334.0,Rh Type :,['Positive']
10494,FFP/Unit,12335.0,Unit :,['1 Unit']
10494,FFP/Unit,12337.0,Blood Group :,"['""B""' '""AB""' '""O""']"
10494,FFP/Unit,12338.0,Donor information :,['Stock' 'Stock FFP']
10494,FFP/Unit,12340.0,Age :,['00 Yrs']
10494,FFP/Unit,12342.0,Blood Component :,['FFP']
10494,FFP/Unit,12343.0,Cross Match with donor :,['Compatible']
10494,FFP/Unit,12345.0,1. HBsAg,['Negative']
10494,FFP/Unit,12346.0,2. Anti HCV,['Negative']
10494,FFP/Unit,12347.0,3. HIV I & II,['Negative']
10494,FFP/Unit,12348.0,4. Syphilis (VDRL),['Non Reactive']
10494,FFP/Unit,12349.0,5. Malarial Parasite (ICT),['Negative']
10501,Protein S,12357.0,Protein-S,['>132.0']
10515,Corresponding urine sugar 2h 75gm,12371.0,Corresponding urine sugar,['N/S' 'Nil' '(+)' 'Trace' '(+++)' '(++)']
10520,Pus for Gram Stain,12409.0,Pus for Gram stain,"['Moderate number of Gram positive cocci seen.' 'Moderate'
 'Few Gram positive cocci seen.'
 'Few Gram positive cocci and Gram negative bacilli seen.']"
10522,Peritoneal Fluid for Gram Stain,12423.0,Gram Positive Cocci,['Few']
10522,Peritoneal Fluid for Gram Stain,12426.0,Gram stain,['Few Gram positive cocci seen.']
10524,Urobilinogen - Urine,12437.0,Urobilinogen,['Absent']
10531,CRP (C-Reactive Protein),12447.0,CRP (C-Reactive Protein),['> 320.0']
10532,Triple Antigen,12451.0,OX2 :,['1:80']
10532,Triple Antigen,12452.0,OX19 :,['1:80']
10532,Triple Antigen,12453.0,Anti B. Melitensis :,['1:80']
10532,Triple Antigen,12455.0,TO :,['1:320' '1:80' '1:160']
10532,Triple Antigen,12456.0,AO :,['1:80']
10532,Triple Antigen,12459.0,Anti B. Abortus :,['1:80']
10532,Triple Antigen,12460.0,BO :,['1:80']
10544,Pregnancy Test Urine,12478.0,Pregnancy Test,['Positive' 'Negative']
10545,HBs Ag (ICT),12479.0,HBs Ag,['Negative' 'Non-reactive']
10549,CMV IgM,12486.0,Cytomegalo Virus IgM,['Negative']
10551,Febrile Antigen,12497.0,TO :,['1:80' '1:160' '1:320' '1:640']
10551,Febrile Antigen,12498.0,AO :,['1:80' '1:160']
10551,Febrile Antigen,12499.0,BO :,['1:80']
10551,Febrile Antigen,12501.0,OX2 :,['1:80' '1:160' '1:320']
10551,Febrile Antigen,12502.0,OX19 :,['1:80' '1:160']
10552,VDRL (Q & Q),12506.0,VDRL Qualitative,['Non-Reactive' 'Reactive']
10552,VDRL (Q & Q),12507.0,VDRL Quantitative,"['1 :1 (Non- reactive)' '1:1' '1:2' '1:4' '1 :1' '1 : 1'
 '1 : 32 (Reactive)' '1.64 (Reactive)' '1 : 64 (Reactive)']"
10555,HIV(1+2)-Confirmetory,12514.0,HIV(1+2)-Confirmetory,['Negative']
10557,Anti SSA/Ro Antibody,12516.0,Anti SSA/Ro Antibody,['Negative']
10559,Throat Swab For R/E,12524.0,Pus cells,['0 - 1/HPF' '1-3 /HPF']
10559,Throat Swab For R/E,12525.0,Epithelial cells,['5 - 7/HPF' '3-5 /HPF']
10563,Wound Swab for Gram Stain,12576.0,Gram stain,"['Moderate number of Gram negative bacilli seen.'
 'Few Gram positive cocci seen.'
 'Moderate number of Gram positive cocci seen.' 'No microorganism seen.']"
10567,BAL for Gram Stain,12584.0,Pus cells,['(++)' '(+)']
10567,BAL for Gram Stain,12586.0,Epithelial cells,['(++)']
10567,BAL for Gram Stain,12589.0,Gram Positive Cocci,['(++)' '(+)']
10567,BAL for Gram Stain,12592.0,Gram stain,"['Moderate number of Gram positive cocci & few Gram negative bacilli seen.'
 'Few Gram negative bacilli seen.' 'Few Gram positive cocci seen.'
 'No microorganism seen.' 'Moderate number of Gram negative bacilli seen.'
 'Few Gram postive cocci seen.'
 'Moderate number of Gram positive cocci and Gram negative bacilli seen.']"
10568,BAL for AFB,12593.0,AFB,['Not found' 'Positive (+)' 'Positive (3+)']
10572,CSF for AFB,12599.0,AFB,['Not found' 'Not found.']
10573,CSF for Cytology,12600.0,Lab No :,"['C - 764/19' 'C - 342/20' 'C - 404/19' 'C - 42/20' 'C - 820/19'
 'C - 835 /19' 'C - 446/19' 'C - 442/19' 'C - 464/19' 'C - 440/19'
 'C - 00/19' 'C - 00/20']"
10573,CSF for Cytology,12602.0,Specimen :,['CSF for Cytology']
10573,CSF for Cytology,12603.0,Volume :,['10 ml' '2.0 ml' '01 ml' '0.5 ml' '04 ml' '05 ml' '3 ml' '03 ml' '00 ml']
10573,CSF for Cytology,12604.0,Colour :,['Crystal clear' 'Crystal Clear' 'Clear' 'Straw']
10573,CSF for Cytology,12605.0,Appearance :,['Clear']
10573,CSF for Cytology,12606.0,Sedimen :,['Absent']
10573,CSF for Cytology,12610.0,RBC :,['0 - 2/HPF' '0 - 1/HPF' '2 - 4/HPF' 'Occasional' 'No RBC']
10573,CSF for Cytology,12611.0,WBC :,['0 - 1/HPF' 'Nil' '0 - 2/HPF']
10573,CSF for Cytology,12613.0,Total count Of WBC :,"['03/cmm' 'No Cell Count.' '50/cmm' '20/cmm' 'No WBC' 'Nil /cmm' '10/cmm'
 '02/cmm' '000/cmm']"
10573,CSF for Cytology,12615.0,Lymphocytes :,['100 %' '30 %' '100%']
10573,CSF for Cytology,12616.0,Polymorphs :,['00 %' '70 %']
10575,Wound Swab for AFB,12628.0,AFB (Ziehl-Neelsen Stain),['Not found']
10588,Eosinophil (Sputum),12919.0,Eosinophil,['Present a few']
10591,Corresponding urine sugar 1h 75gm,12922.0,Corresponding urine sugar 1h 75gm,['Nil' 'N/S' 'Trace' '(+)' '(++)' 'N.S']
10594,CUS 2hrs After Breakfast,12930.0,Corresponding urine sugar,['Nil' 'N/S']
10611,Glucose 2hrs P.P. Blood,12978.0,Corresponding urine sugar,['N/S']
10613,VDRL,12980.0,VDRL,['Non-Reactive' 'Non Reactive' 'Non reactive']
10615,Mantoux Test (MT),12984.0,Schedule date of observation,['72 hours.' '144 hours.' '21.02.2019']
10615,Mantoux Test (MT),12985.0,But the patient reported on,"['after 24 hrs late from scheduled time.' 'after 81 hrs late from schedul'
 '103 hours.' 'Reading time duration 40 hours']"
10615,Mantoux Test (MT),12986.0,Date of injection,"['27-OCT-19 12:46 PM' '02-NOV-19 10:23 AM' '06-AUG-19 08:30 AM'
 '06-AUG-19 02:50 PM' '03-AUG-19 03:49 PM' '05-MAY-19 09:29 PM'
 '05-MAY-19 09:00 PM' '15-MAR-20 04::10 PM' '28-DEC-19 09:00 PM'
 '21-DEC-19 09:13 AM' '23-DEC-19 09:23 PM' '23-DEC-19 08:26 AM'
 '21-DEC-19 11:21 AM' '29-JUL-19 12:08 PM' '29-JUL-19 12:07 PM'
 '24-OCT-19 11:10 AM' '13-OCT-19 12:35 PM' '17-OCT-19 09::36 PM'
 '05-MAR-20 05::00 PM' '19-FEB-20 05:39 PM' '31-AUG-19 12:44 PM'
 '24-JAN-19 06:48 PM' '11-JUL-19 08:00 PM' '06-OCT-19 10::10 AM'
 '09-OCT-19 05:00 PM' '22-MAY-19 11::00 AM' '29-FEB-20 08:33 pm'
 '17-MAY-19 01:29 PM' '07-MAY-19 09:30 PM' '05-MAY-19 08:19 AM'
 '09-MAY-19 01:15 PM' '12-MAY-19 04:23 PM' '18-JAN-20 04:45 PM'
 '17-JAN-20 08::00 pm' '19-FEB-19 06:50 PM' '18-FEB-19 05::00 PM'
 '27-FEB-19 11:30 AM' '10-FEB-19 08:59 PM' '16-FEB-19 10::00 AM'
 '12-DEC-18 07:44 PM' '05-DEC-18 03::45 PM' '16-DEC-18 10:15 AM'
 '02-JAN-20 09:32 AM' '05-JAN-20 06::00 PM' '28-FEB-20 07::30 PM'
 '28-AUG-19 06:40 PM' '25-AUG-19 12::00 pm' '14-JAN-19 10:33 PM'
 '05-JAN-19 06:20 PM' '22-JAN-19 01:55 pm' '21-NOV-19 10::00 am'
 '23-JUL-19 08:30 PM' '19-SEP-19 11::59 AM' '25-JUN-19 09::00 AM'
 '19-JUN-19 08:41 PM' '23-JUN-19 09::00 am' '15-JUN-19 07:45 PM'
 '19-DEC-18 10:17 PM' '23-JAN-20 10:45 AM' '30-JAN-20 07::00 PM'
 '21-JAN-20 11:47 AM' '20-JAN-20 08:35 PM' '13-MAR-19 07:30 PM'
 '06-MAR-19 11:55 AM' '08-MAR-19 08:50 PM' '04-MAR-20 08:04 PM'
 '25-FEB-20 03:15 PM' '10-MAR-20 12:20 PM' '19-MAY-20 03:32 PM'
 '08-AUG-19 07:40 PM' '10-AUG-19 12:30 PM' '15-MAR-19 07:25 PM'
 '24-MAR-19 09:36 PM' '24-MAR-19 11::45 am']"
10615,Mantoux Test (MT),12988.0,Date of observation,"['30-OCT-19 02:39 PM' '05-NOV-19 06:18 PM' '09-AUG-19 09:15 AM'
 '09-AUG-19 03::00 pm' '06-AUG-19 04:56 PM' '08-MAY-19 09:43 PM'
 '08-MAY-19 05:55 PM' '18-MAR-20 04::10 PM' '31-DEC-19 09:00 PM'
 '24-DEC-19 09:30 AM' '26-DEC-19 09:03 PM' '26-DEC-19 09:13 AM'
 '24-DEC-19 12:00 PM' '01-AUG-19 05:52 PM' '27-OCT-19 03:55 PM'
 '16-OCT-19 02:13 PM' '20-OCT-19 09:36 PM' '08-MAR-20 05::00 PM'
 '22-FEB-20 09:14 PM' '03-SEP-19 02::05 PM' '27-JAN-19 05:33 PM'
 '14-JUL-19 09:38 PM' '09-OCT-19 10::10 am' '12-OCT-19 05::00 PM'
 '25-MAY-19 11:30 AM' '03-MAR-20 08:37 PM' '20-MAY-19 03:55 PM'
 '10-MAY-19 09:30 PM' '09-MAY-19 04:09 PM' '12-MAY-19 01:15 PM'
 '18-MAY-19 04:00 PM' '21-JAN-20 04::45 PM' '20-JAN-20 08:00 PM'
 '22-FEB-19 06:50 PM' '20-FEB-19 10::30 AM' '02-MAR-19 11:30 AM'
 '13-FEB-19 08:19 PM' '19-FEB-19 10:11 AM' '15-DEC-18 06:35 PM'
 '08-DEC-18 03::40 PM' '19-DEC-18 10::15 AM' '05-JAN-20 11::30 am'
 '08-JAN-20 06:00 PM' '02-MAR-20 07:30 PM' '31-AUG-19 06::40 PM'
 '28-AUG-19 12::00 PM' '17-JAN-19 10:58 PM' '08-JAN-19 05:18 PM'
 '25-JAN-19 10::30 am' '24-NOV-19 11::20 AM' '26-JUL-19 09:00 PM'
 '22-SEP-19 11::59 am' '28-JUN-19 08:45 AM' '22-JUN-19 08:36 PM'
 '26-JUN-19 09::18 AM' '18-JUN-19 07::45 PM' '22-DEC-18 10:15 PM'
 '26-JAN-20 10::40 AM' '02-FEB-20 07::00 PM' '24-JAN-20 12::00 PM'
 '23-JAN-20 09:00 pm' '16-MAR-19 07:30 PM' '09-MAR-19 12:00 PM'
 '11-MAR-19 08::50 PM' '07-MAR-20 07:25 PM' '28-FEB-20 03:30 PM'
 '13-MAR-20 12::20 PM' '21-MAY-20 01:40 PM' '11-AUG-19 07::40 PM'
 '13-AUG-19 12::30 PM' '18-MAR-19 09:36 PM' '27-MAR-19 07:40 PM'
 '27-MAR-19 11::45 am']"
10615,Mantoux Test (MT),12989.0,On observation,['Induration present']
10615,Mantoux Test (MT),12991.0,Interpretation,['Negative' 'Positive']
10615,Mantoux Test (MT),12992.0,Site,['Left fore arm' 'Right fore arm']
10616,Urine R/M/E,12993.0,Sp. Gravity,['Not Done']
10616,Urine R/M/E,12994.0,Amor. Urates,['Not Done' 'Nil']
10616,Urine R/M/E,12995.0,Candida,['Nil' 'A few' '(+)']
10616,Urine R/M/E,12996.0,R B C,"['Nil' '1-2' '5-10' '0-2' 'Plenty' '0 - 2' '3-5/HPF' '10-15' '1-3'
 '0-1/HPF' '1 - 2' '99.0 -' '10-16/HPF' 'Occational' '0-2/HPF' '2 - 3'
 '2 - 4' '0-1' '0 - 1' '0 - 3' '1-2/HPF' '2-4/HPF' '1-3 /HPF' '20-30/HPF'
 '12 - 15' '5 - 8' '2-4' '15 - 18' '1 - 3' '6 - 8' '1-3/HPF' '10 - 12'
 '2 - 5' '2-5' '8-10' '10 - 15' '4 - 6' '1-5' '4-8' '2 - 7' '20-25'
 '12 - 16' '2 - 6' '0-3' '6-8/HPF' '8-12/HPF' '2-5/HPF' '02-04' '0-3/HPF'
 '10-15/HPF' '2 - 8' '2-3/HPF' '20 - 30' '20-25/HPF' '4-6 /HPF' '2-4 /HPF'
 '8 - 12' '6-10/HPF' '4-6' 'Occasional' '15-20' '2-6' '4 - 8' '30-40'
 '5-8' '0-2 /HPF' '2-6/HPF' '0- 2' '20 - 25' '20-30' '2-7/HPF' '2 - 3/HPF']"
10616,Urine R/M/E,12997.0,W B C,['Nil']
10616,Urine R/M/E,12998.0,Epithelial,['Nil']
10616,Urine R/M/E,12999.0,Granular,['Nil' '(++)' '(+)' 'Few']
10616,Urine R/M/E,13000.0,Hyaline,['Nil' '(++)' 'Few']
10616,Urine R/M/E,13001.0,Uric Acid,['Nil' '(+)' '(++)']
10616,Urine R/M/E,13002.0,Cal. Oxalate,['Nil' '(+)' 'A few' '(++)' 'Few']
10616,Urine R/M/E,13003.0,Amor. Phos,['Nil' '(+)']
10616,Urine R/M/E,13004.0,Triple Phos,['Nil' 'A few' '(+)' '(++)']
10616,Urine R/M/E,13005.0,Bile Pigment,['Not Done']
10616,Urine R/M/E,13006.0,Ketones,['Absent' 'Not Done']
10616,Urine R/M/E,13007.0,Urobilinogen,['Normal' 'Not Done']
10616,Urine R/M/E,13008.0,B.J. Protein,['Not Done']
10616,Urine R/M/E,13010.0,Bacteria,['Nil' '(+)']
10616,Urine R/M/E,13011.0,Volume,"['20 ml' '12 ml' '8 ml' '14.0 ml' '15 ml' '18 ml' '16 ml' 'Sufficient'
 '14 ml' '08 ml' '10 ml' '10.0 ml' '8.0 ml' '24 ml' '12.0 ml' '4.0 ml'
 '04 ml' '19 ml']"
10616,Urine R/M/E,13012.0,Urates,['Nil']
10616,Urine R/M/E,13013.0,Bile Salt,['Not Done']
10616,Urine R/M/E,13014.0,Colour,"['Straw' 'Reddish' 'Yellow' 'Dark Brown' 'STRAW' 'Dark straw' 'L YELLOW'
 'Cloudy' 'Yellowish' 'Dark Straw' 'Watery']"
10616,Urine R/M/E,13015.0,Appearance,['Clear' 'Hazy']
10616,Urine R/M/E,13016.0,Sediment,['Nil' '(++)' '(+)' '(+++)' 'Present' 'Trace']
10616,Urine R/M/E,13018.0,Pus Cells,"['5-10' '0-2' 'Plenty' '0 - 2' '0-1' '10-15' '15-20/HPF' '8 - 12'
 '15 - 18' '2 - 4' '2-4/HPF' '0-1/HPF' '0-2/HPF' '15-20' '0 - 1' '1 - 2'
 '6 - 8' '5 - 7' '3-7/HPF' '5 - 8' '9-19' '3-5' '2-6/HPF' '2 - 3' '4 - 6'
 '1 - 3' '6-8' '15 - 20' '1-2/HPF' '2-4' '0-2 /HPF' '10 - 15' '2-3/HPF'
 '3 - 5' '20-25/HPF' '8-12/HPF' '10-12/HPF' '6-10' '2-5' '12 - 15' '0-3'
 '12-15/HPF' '3-6' '1-3' '20 - 30' '2-6' '20-25' '4-6' '12-15' '2 - 6'
 '20 - 25' '3 - 7' '10 - 12' '0 - 3' '3 - 6' '25-30' '4 - 8' '15-18/HPF'
 '5-9' '1-2' '5-8 /HPF' '2-3' '49-99' '35-40' '5-8' '22 - 27' '4-6/HPF'
 '0 - 2/HPF' '2 - 4/HPF' '8 - 12/HPF' '5-8/HPF' '5 - 7/HPF' '5-7/HPF'
 '20 - 24' '0-3/HPF' '1-3/HPF' '0-2/.HPF' '0 - 1/HPF' '02-03' '0 - 2 /hpf'
 '1 - 2/HPF' '3-5/HPF' '3-6/HPF' '12 - 16' '8-15/HPF' '5-10/HPF' '4-8/HPF'
 '6 - 10' '6-10/HPF' '12-16/HPF' '2 - 5' '4 - 2' '10-15/HPF' '6-8/HPF'
 '12-15 /HPF' '20-30 /HPF' '3-5 /HPF' '12-16' '15-18' '8-12' '5-7'
 '12 -15' '4-8' '10-12' '10 - 20/HPF' '20-24']"
